# live verification 2026-09-23 23:47-23:52 UTC (>6 min after apply at 23:40 UTC): GET from_path without following redirects, then GET the Location; per UA
# /start: Googlebot got a one-off 502 in the batch; re-checked 3x at 23:53 UTC -> 301 / -> 200 (both UAs)
from_path,expected_to,googlebot_hop1,googlebot_location,googlebot_final,chrome_hop1,chrome_location,chrome_final,ok
/study/positive-effects-of-hydrogen-water-bathing-in-patients-of-psoriasis-and-parapsoriasis-en-plaques,/study/positive-effects-of-hydrogen-water-bathing-in-patients-of-psoriasis-and-parapsoriasis-en-plaques-1775650467143,301,/study/positive-effects-of-hydrogen-water-bathing-in-patients-of-psoriasis-and-parapsoriasis-en-plaques-1775650467143,200,301,/study/positive-effects-of-hydrogen-water-bathing-in-patients-of-psoriasis-and-parapsoriasis-en-plaques-1775650467143,200,yes
/study/protective-effects-of-hydrogen-rich-water-against-cartilage-damage-in-a-rat-model-of-osteoarthritis-by-inhibiting-oxidative-stress-matrix-catabolism-and-apoptosis,/study/protective-effects-of-hydrogen-rich-water-against-cartilage-damage-in-a-rat-model-of-osteoarthritis-by-inhibiting-oxidative-stress-matrix-catabolism-and-apoptosis-1775650467134,301,/study/protective-effects-of-hydrogen-rich-water-against-cartilage-damage-in-a-rat-model-of-osteoarthritis-by-inhibiting-oxidative-stress-matrix-catabolism-and-apoptosis-1775650467134,200,301,/study/protective-effects-of-hydrogen-rich-water-against-cartilage-damage-in-a-rat-model-of-osteoarthritis-by-inhibiting-oxidative-stress-matrix-catabolism-and-apoptosis-1775650467134,200,yes
/study/safety-of-prolonged-inhalation-of-hydrogen-gas-in-air-in-healthy-adults,/study/safety-of-prolonged-inhalation-of-hydrogen-gas-in-air-in-healthy-adults-1775650467164,301,/study/safety-of-prolonged-inhalation-of-hydrogen-gas-in-air-in-healthy-adults-1775650467164,200,301,/study/safety-of-prolonged-inhalation-of-hydrogen-gas-in-air-in-healthy-adults-1775650467164,200,yes
/study/short-term-h2-inhalation-improves-cognitive-function-in-older-women-a-pilot-study,/study/short-term-h2-inhalation-improves-cognitive-function-in-older-women-a-pilot-study-1775650467135,301,/study/short-term-h2-inhalation-improves-cognitive-function-in-older-women-a-pilot-study-1775650467135,200,301,/study/short-term-h2-inhalation-improves-cognitive-function-in-older-women-a-pilot-study-1775650467135,200,yes
/study/supersaturated-hydrogen-rich-water-hydrotherapy-for-recovery-of-acute-injury-to-the-proximal-phalanges-on-the-5th-toe-a-case-report,/study/supersaturated-hydrogen-rich-water-hydrotherapy-for-recovery-of-acute-injury-to-the-proximal-phalanges-on-the-5th-toe-a-case-report-1775650467164,301,/study/supersaturated-hydrogen-rich-water-hydrotherapy-for-recovery-of-acute-injury-to-the-proximal-phalanges-on-the-5th-toe-a-case-report-1775650467164,200,301,/study/supersaturated-hydrogen-rich-water-hydrotherapy-for-recovery-of-acute-injury-to-the-proximal-phalanges-on-the-5th-toe-a-case-report-1775650467164,200,yes
/study/the-acute-effects-of-a-single-dose-of-molecular-hydrogen-supplements-on-responses-to-ergogenic-adjustments-during-high-intensity-intermittent-exercise-in-humans,/study/the-acute-effects-of-a-single-dose-of-molecular-hydrogen-supplements-on-responses-to-ergogenic-adjustments-during-high-intensity-intermittent-exercise-in-humans-1775650467167,301,/study/the-acute-effects-of-a-single-dose-of-molecular-hydrogen-supplements-on-responses-to-ergogenic-adjustments-during-high-intensity-intermittent-exercise-in-humans-1775650467167,200,301,/study/the-acute-effects-of-a-single-dose-of-molecular-hydrogen-supplements-on-responses-to-ergogenic-adjustments-during-high-intensity-intermittent-exercise-in-humans-1775650467167,200,yes
/study/the-antioxidative-effect-of-hydrogen-water-drinking-in-blood,/study/the-antioxidative-effect-of-hydrogen-water-drinking-in-blood-1775650467147,301,/study/the-antioxidative-effect-of-hydrogen-water-drinking-in-blood-1775650467147,200,301,/study/the-antioxidative-effect-of-hydrogen-water-drinking-in-blood-1775650467147,200,yes
/study/the-clinical-research-on-the-effect-of-hydrogen-rich-water-on-primary-retinitis-pigmentosa,/study/the-clinical-research-on-the-effect-of-hydrogen-rich-water-on-primary-retinitis-pigmentosa-1775650467171,301,/study/the-clinical-research-on-the-effect-of-hydrogen-rich-water-on-primary-retinitis-pigmentosa-1775650467171,200,301,/study/the-clinical-research-on-the-effect-of-hydrogen-rich-water-on-primary-retinitis-pigmentosa-1775650467171,200,yes
/study/the-effects-of-24-week-high-concentration-hydrogen-rich-water-on-body-composition-blood-lipid-profiles-and-inflammation-biomarkers-in-men-and-women-with-metabolic-syndrome-a-randomized-controlled-t,/study/the-effects-of-24-week-high-concentration-hydrogen-rich-water-on-body-composition-blood-lipid-profiles-and-inflammation-biomarkers-in-men-and-women-with-metabolic-syndrome-a-randomized-controlled-trial-1775650467136,301,/study/the-effects-of-24-week-high-concentration-hydrogen-rich-water-on-body-composition-blood-lipid-profiles-and-inflammation-biomarkers-in-men-and-women-with-metabolic-syndrome-a-randomized-controlled-trial-1775650467136,200,301,/study/the-effects-of-24-week-high-concentration-hydrogen-rich-water-on-body-composition-blood-lipid-profiles-and-inflammation-biomarkers-in-men-and-women-with-metabolic-syndrome-a-randomized-controlled-trial-1775650467136,200,yes
/home_page,/,301,/,200,301,/,200,yes
/secondary-topic/obesity,/explore-by-condition/weight-loss-metabolism,301,/explore-by-condition/weight-loss-metabolism,200,301,/explore-by-condition/weight-loss-metabolism,200,yes
/feed,/rss.xml,301,/rss.xml,200,301,/rss.xml,200,yes
/secondary-topic/heart-failure,/explore-by-body-system/cardiovascular,301,/explore-by-body-system/cardiovascular,200,301,/explore-by-body-system/cardiovascular,200,yes
/secondary-topic/inflammation,/explore-by-condition/inflammation,301,/explore-by-condition/inflammation,200,301,/explore-by-condition/inflammation,200,yes
/secondary-topic/kidney-failure,/explore-by-condition/kidney-health,301,/explore-by-condition/kidney-health,200,301,/explore-by-condition/kidney-health,200,yes
/tertiary-topic/postoperative-ileus,/explore-by-condition/gut-health,301,/explore-by-condition/gut-health,200,301,/explore-by-condition/gut-health,200,yes
/secondary-topic/irritable-bowel-syndrome-ibs,/explore-by-condition/gut-health,301,/explore-by-condition/gut-health,200,301,/explore-by-condition/gut-health,200,yes
/secondary-topic/metabolic-syndrome,/explore-by-condition/metabolic-syndrome,301,/explore-by-condition/metabolic-syndrome,200,301,/explore-by-condition/metabolic-syndrome,200,yes
/secondary-topic/diabetes-type-ii,/explore-by-condition/type-2-diabetes,301,/explore-by-condition/type-2-diabetes,200,301,/explore-by-condition/type-2-diabetes,200,yes
/secondary-topic/enteropathy,/explore-by-condition/gut-health,301,/explore-by-condition/gut-health,200,301,/explore-by-condition/gut-health,200,yes
/secondary-topic/testicular-injury,/explore-by-body-system/reproductive,301,/explore-by-body-system/reproductive,200,301,/explore-by-body-system/reproductive,200,yes
/secondary-topic/muscular-dystrophy,/explore-by-body-system/musculoskeletal,301,/explore-by-body-system/musculoskeletal,200,301,/explore-by-body-system/musculoskeletal,200,yes
/secondary-topic/polycystic-kidney-disease,/explore-by-condition/kidney-health,301,/explore-by-condition/kidney-health,200,301,/explore-by-condition/kidney-health,200,yes
/tertiary-topic/ventilator-induced-lung-injury,/explore-by-body-system/respiratory,301,/explore-by-body-system/respiratory,200,301,/explore-by-body-system/respiratory,200,yes
/tools/hydrogen-research/condition/parkinsons-disease,/explore-by-condition/parkinsons-disease,301,/explore-by-condition/parkinsons-disease,200,301,/explore-by-condition/parkinsons-disease,200,yes
/secondary-topic/fatty-liver-disease-nonalcoholic,/explore-by-condition/fatty-liver-nafld,301,/explore-by-condition/fatty-liver-nafld,200,301,/explore-by-condition/fatty-liver-nafld,200,yes
/secondary-topic/anxiety,/explore-by-condition/anxiety-stress,301,/explore-by-condition/anxiety-stress,200,301,/explore-by-condition/anxiety-stress,200,yes
/secondary-topic/rheumatoid-arthritis-ra,/explore-by-condition/rheumatoid-arthritis,301,/explore-by-condition/rheumatoid-arthritis,200,301,/explore-by-condition/rheumatoid-arthritis,200,yes
/tertiary-topic/sprain,/explore-by-body-system/musculoskeletal,301,/explore-by-body-system/musculoskeletal,200,301,/explore-by-body-system/musculoskeletal,200,yes
/blog/how-to-use-hydrogen-water-for-weight-loss-a-science-backed-guide-469291,/blog/hydrogen-water-weight-loss,301,/blog/hydrogen-water-weight-loss,200,301,/blog/hydrogen-water-weight-loss,200,yes
/rss,/rss.xml,301,/rss.xml,200,301,/rss.xml,200,yes
/blog/how-to-use-hydrogen-water-for-better-gut-health-a-science-backed-guide-300380,/blog/how-to-use-hydrogen-water-for-gut-health-a-science-backed-guide-646080,301,/blog/how-to-use-hydrogen-water-for-gut-health-a-science-backed-guide-646080,200,301,/blog/how-to-use-hydrogen-water-for-gut-health-a-science-backed-guide-646080,200,yes
/secondary-topic/myalgic-encephalomyelitis,/explore-by-condition/chronic-fatigue,301,/explore-by-condition/chronic-fatigue,200,301,/explore-by-condition/chronic-fatigue,200,yes
/tertiary-topic/cognitive-impairment,/explore-by-condition/cognitive-function,301,/explore-by-condition/cognitive-function,200,301,/explore-by-condition/cognitive-function,200,yes
/feed/atom,/rss.xml,301,/rss.xml,200,301,/rss.xml,200,yes
/secondary-topic/endometriosis,/explore-by-body-system/reproductive,301,/explore-by-body-system/reproductive,200,301,/explore-by-body-system/reproductive,200,yes
/tools/hydrogen-research/methodology,/methodology,301,/methodology,200,301,/methodology,200,yes
/secondary-topic/gut-microbiome,/explore-by-condition/gut-health,301,/explore-by-condition/gut-health,200,301,/explore-by-condition/gut-health,200,yes
/tools/hydrogen-research/condition/cognitive-function,/explore-by-condition/cognitive-function,301,/explore-by-condition/cognitive-function,200,301,/explore-by-condition/cognitive-function,200,yes
/secondary-topic/metabolic-syndrome/page/2,/explore-by-condition/metabolic-syndrome,301,/explore-by-condition/metabolic-syndrome,200,301,/explore-by-condition/metabolic-syndrome,200,yes
/tools/hydrogen-research/study/comprehensive-brain-tissue-metabolomics-and-biological-network-technology-to-decipher-the-mechanism-of-hydrogen-rich-water-on-radiation-induced-cognitive-impairment-in-rats,/study/comprehensive-brain-tissue-metabolomics-and-biological-network-technology-to-decipher-the-mechanism-of-hydrogen-rich-water-on-radiation-induced-cognitive-impairment-in-rats-1775650467171,301,/study/comprehensive-brain-tissue-metabolomics-and-biological-network-technology-to-decipher-the-mechanism-of-hydrogen-rich-water-on-radiation-induced-cognitive-impairment-in-rats-1775650467171,200,301,/study/comprehensive-brain-tissue-metabolomics-and-biological-network-technology-to-decipher-the-mechanism-of-hydrogen-rich-water-on-radiation-induced-cognitive-impairment-in-rats-1775650467171,200,yes
/tools/hydrogen-research/study/can-hydrogen-water-enhance-oxygen-saturation-in-patients-with-chronic-lung-disease-a-non-randomized-observational-pilot-study,/study/can-hydrogen-water-enhance-oxygen-saturation-in-patients-with-chronic-lung-disease-a-non-randomized-observational-pilot-study-1775650467171,301,/study/can-hydrogen-water-enhance-oxygen-saturation-in-patients-with-chronic-lung-disease-a-non-randomized-observational-pilot-study-1775650467171,200,301,/study/can-hydrogen-water-enhance-oxygen-saturation-in-patients-with-chronic-lung-disease-a-non-randomized-observational-pilot-study-1775650467171,200,yes
/tools/hydrogen-research/study/evaluation-of-the-safety-and-potential-lipid-lowering-effects-of-oral-hydrogen-rich-coral-calcium-hrcc-capsules-in-patients-with-metabolic-syndrome-a-prospective-case-series-study,/study/evaluation-of-the-safety-and-potential-lipid-lowering-effects-of-oral-hydrogen-rich-coral-calcium-hrcc-capsules-in-patients-with-metabolic-syndrome-a-prospective-case-series-study-1775650467170,301,/study/evaluation-of-the-safety-and-potential-lipid-lowering-effects-of-oral-hydrogen-rich-coral-calcium-hrcc-capsules-in-patients-with-metabolic-syndrome-a-prospective-case-series-study-1775650467170,200,301,/study/evaluation-of-the-safety-and-potential-lipid-lowering-effects-of-oral-hydrogen-rich-coral-calcium-hrcc-capsules-in-patients-with-metabolic-syndrome-a-prospective-case-series-study-1775650467170,200,yes
/tools/hydrogen-research/study/hydrogen-attenuates-endothelial-glycocalyx-damage-associated-with-partial-cardiopulmonary-bypass-in-rats,/study/hydrogen-attenuates-endothelial-glycocalyx-damage-associated-with-partial-cardiopulmonary-bypass-in-rats-1775650467171,301,/study/hydrogen-attenuates-endothelial-glycocalyx-damage-associated-with-partial-cardiopulmonary-bypass-in-rats-1775650467171,200,301,/study/hydrogen-attenuates-endothelial-glycocalyx-damage-associated-with-partial-cardiopulmonary-bypass-in-rats-1775650467171,200,yes
/tools/hydrogen-research/study/hydrogen-prevents-lipopolysaccharide-induced-pulmonary-microvascular-endothelial-cell-injury-by-inhibiting-store-operated-ca2-entry-regulated-by-stim1-orai1,/study/hydrogen-prevents-lipopolysaccharide-induced-pulmonary-microvascular-endothelial-cell-injury-by-inhibiting-store-operated-ca2-entry-regulated-by-stim1orai1-1775650467171,301,/study/hydrogen-prevents-lipopolysaccharide-induced-pulmonary-microvascular-endothelial-cell-injury-by-inhibiting-store-operated-ca2-entry-regulated-by-stim1orai1-1775650467171,200,301,/study/hydrogen-prevents-lipopolysaccharide-induced-pulmonary-microvascular-endothelial-cell-injury-by-inhibiting-store-operated-ca2-entry-regulated-by-stim1orai1-1775650467171,200,yes
/tools/hydrogen-research/study/hydrogen-rich-saline-promotes-neuronal-recovery-in-mice-with-cerebral-ischemia-through-the-ampk-mtor-signal-mediated-autophagy-pathway,/study/hydrogenrich-saline-promotes-neuronal-recovery-in-mice-with-cerebral-ischemia-through-the-ampkmtor-signalmediated-autophagy-pathway-1775650467171,301,/study/hydrogenrich-saline-promotes-neuronal-recovery-in-mice-with-cerebral-ischemia-through-the-ampkmtor-signalmediated-autophagy-pathway-1775650467171,200,301,/study/hydrogenrich-saline-promotes-neuronal-recovery-in-mice-with-cerebral-ischemia-through-the-ampkmtor-signalmediated-autophagy-pathway-1775650467171,200,yes
/tools/hydrogen-research/study/hydrogen-rich-water-upregulates-fecal-propionic-acid-levels-in-overweight-adults,/study/hydrogen-rich-water-upregulates-fecal-propionic-acid-levels-in-overweight-adults-1775650467170,301,/study/hydrogen-rich-water-upregulates-fecal-propionic-acid-levels-in-overweight-adults-1775650467170,200,301,/study/hydrogen-rich-water-upregulates-fecal-propionic-acid-levels-in-overweight-adults-1775650467170,200,yes
/tools/hydrogen-research/study/inhibition-of-retinal-ischemia-reperfusion-injury-in-rats-by-inhalation-of-low-concentration-hydrogen-gas,/study/inhibition-of-retinal-ischemia-reperfusion-injury-in-rats-by-inhalation-of-low-concentration-hydrogen-gas-1775650467171,301,/study/inhibition-of-retinal-ischemia-reperfusion-injury-in-rats-by-inhalation-of-low-concentration-hydrogen-gas-1775650467171,200,301,/study/inhibition-of-retinal-ischemia-reperfusion-injury-in-rats-by-inhalation-of-low-concentration-hydrogen-gas-1775650467171,200,yes
/blog/how-to-use-hydrogen-water-for-weight-loss-a-science-backed-guide-908643,/blog/hydrogen-water-weight-loss,301,/blog/hydrogen-water-weight-loss,200,301,/blog/hydrogen-water-weight-loss,200,yes
/tools/hydrogen-research/study/efficacy-and-safety-of-hydrogen-therapy-in-patients-with-early-stage-interstitial-lung-disease-a-single-center-randomized-parallel-group-controlled-trial,/study/efficacy-and-safety-of-hydrogen-therapy-in-patients-with-early-stage-interstitial-lung-disease-a-single-center-randomized-parallel-group-controlled-trial-1775650467171,301,/study/efficacy-and-safety-of-hydrogen-therapy-in-patients-with-early-stage-interstitial-lung-disease-a-single-center-randomized-parallel-group-controlled-trial-1775650467171,200,301,/study/efficacy-and-safety-of-hydrogen-therapy-in-patients-with-early-stage-interstitial-lung-disease-a-single-center-randomized-parallel-group-controlled-trial-1775650467171,200,yes
/tools/hydrogen-research/study/fructooligosaccharide-feeding-during-gestation-to-pregnant-mice-provided-excessive-folic-acid-decreases-maternal-and-female-fetal-oxidative-stress-by-increasing-intestinal-microbe-derived-hydrogen-gas,/study/fructooligosaccharide-feeding-during-gestation-to-pregnant-mice-provided-excessive-folic-acid-decreases-maternal-and-female-fetal-oxidative-stress-by-increasing-intestinal-microbe-derived-hydrogen-gas-1775650467171,301,/study/fructooligosaccharide-feeding-during-gestation-to-pregnant-mice-provided-excessive-folic-acid-decreases-maternal-and-female-fetal-oxidative-stress-by-increasing-intestinal-microbe-derived-hydrogen-gas-1775650467171,200,301,/study/fructooligosaccharide-feeding-during-gestation-to-pregnant-mice-provided-excessive-folic-acid-decreases-maternal-and-female-fetal-oxidative-stress-by-increasing-intestinal-microbe-derived-hydrogen-gas-1775650467171,200,yes
/secondary-topic/hypertension,/explore-by-condition/blood-pressure,301,/explore-by-condition/blood-pressure,200,301,/explore-by-condition/blood-pressure,200,yes
/tools/hydrogen-research/study/molecular-hydrogen-reduces-the-degree-of-endothelial-alteration-under-conditions-of-chronic-heart-failure,/study/molecular-hydrogen-reduces-the-degree-of-endothelial-alteration-under-conditions-of-chronic-heart-failure-1775650467170,301,/study/molecular-hydrogen-reduces-the-degree-of-endothelial-alteration-under-conditions-of-chronic-heart-failure-1775650467170,200,301,/study/molecular-hydrogen-reduces-the-degree-of-endothelial-alteration-under-conditions-of-chronic-heart-failure-1775650467170,200,yes
/tools/hydrogen-research/study/nir-activatable-heterostructured-nanoadjuvant-cop-nicop-executing-lactate-metabolism-interventions-for-boosted-photocatalytic-hydrogen-therapy-and-photoimmunotherapy,/study/nir-activatable-heterostructured-nanoadjuvant-copnicop-executing-lactate-metabolism-interventions-for-boosted-photocatalytic-hydrogen-therapy-and-photoimmunotherapy-1775650467171,301,/study/nir-activatable-heterostructured-nanoadjuvant-copnicop-executing-lactate-metabolism-interventions-for-boosted-photocatalytic-hydrogen-therapy-and-photoimmunotherapy-1775650467171,200,301,/study/nir-activatable-heterostructured-nanoadjuvant-copnicop-executing-lactate-metabolism-interventions-for-boosted-photocatalytic-hydrogen-therapy-and-photoimmunotherapy-1775650467171,200,yes
/tools/hydrogen-research/study/successful-treatment-of-myalgic-encephalomyelitis-chronic-fatigue-syndrome-using-hydrogen-gas-four-case-reports,/study/successful-treatment-of-myalgic-encephalomyelitischronic-fatigue-syndrome-using-hydrogen-gas-four-case-reports-1775650467171,301,/study/successful-treatment-of-myalgic-encephalomyelitischronic-fatigue-syndrome-using-hydrogen-gas-four-case-reports-1775650467171,200,301,/study/successful-treatment-of-myalgic-encephalomyelitischronic-fatigue-syndrome-using-hydrogen-gas-four-case-reports-1775650467171,200,yes
/tools/hydrogen-research/study/the-clinical-research-on-the-effect-of-hydrogen-rich-water-on-primary-retinitis-pigmentosa,/study/the-clinical-research-on-the-effect-of-hydrogen-rich-water-on-primary-retinitis-pigmentosa-1775650467171,301,/study/the-clinical-research-on-the-effect-of-hydrogen-rich-water-on-primary-retinitis-pigmentosa-1775650467171,200,301,/study/the-clinical-research-on-the-effect-of-hydrogen-rich-water-on-primary-retinitis-pigmentosa-1775650467171,200,yes
/tools/hydrogen-research/study/the-effect-of-hydrogen-rich-water-on-letrozole-induced-polycystic-ovary-syndrome-in-rats,/study/the-effect-of-hydrogen-rich-water-on-letrozole-induced-polycystic-ovary-syndrome-in-rats-1775650467170,301,/study/the-effect-of-hydrogen-rich-water-on-letrozole-induced-polycystic-ovary-syndrome-in-rats-1775650467170,200,301,/study/the-effect-of-hydrogen-rich-water-on-letrozole-induced-polycystic-ovary-syndrome-in-rats-1775650467170,200,yes
/tools/hydrogen-research/study/therapeutic-potential-of-hydrogen-rich-water-on-muscle-atrophy-caused-by-immobilization-in-a-mouse-model,/study/therapeutic-potential-of-hydrogen-rich-water-on-muscle-atrophy-caused-by-immobilization-in-a-mouse-model-1775650467170,301,/study/therapeutic-potential-of-hydrogen-rich-water-on-muscle-atrophy-caused-by-immobilization-in-a-mouse-model-1775650467170,200,301,/study/therapeutic-potential-of-hydrogen-rich-water-on-muscle-atrophy-caused-by-immobilization-in-a-mouse-model-1775650467170,200,yes
/tools/hydrogen-research/study/micromotor-enabled-active-hydrogen-and-tobramycin-delivery-for-synergistic-sepsis-therapy,/study/micromotor-enabled-active-hydrogen-and-tobramycin-delivery-for-synergistic-sepsis-therapy-1775650467171,301,/study/micromotor-enabled-active-hydrogen-and-tobramycin-delivery-for-synergistic-sepsis-therapy-1775650467171,200,301,/study/micromotor-enabled-active-hydrogen-and-tobramycin-delivery-for-synergistic-sepsis-therapy-1775650467171,200,yes
/tertiary-topic/performance-enhancement,/explore-by-condition/athletic-performance,301,/explore-by-condition/athletic-performance,200,301,/explore-by-condition/athletic-performance,200,yes
/tertiary-topic/testicular-injury,/explore-by-body-system/reproductive,301,/explore-by-body-system/reproductive,200,301,/explore-by-body-system/reproductive,200,yes
/all_blogs,/blog,301,/blog,200,301,/blog,200,yes
/tertiary-topic/erectile-dysfunction,/explore-by-body-system/reproductive,301,/explore-by-body-system/reproductive,200,301,/explore-by-body-system/reproductive,200,yes
/a_z_topics_,/explore-by-condition,301,/explore-by-condition,200,301,/explore-by-condition,200,yes
/tools/hydrogen-research/condition/oxidative-stress,/explore-by-condition/oxidative-stress,301,/explore-by-condition/oxidative-stress,200,301,/explore-by-condition/oxidative-stress,200,yes
/hydrogenstudies.com/search,/search,301,/search,200,301,/search,200,yes
/secondary-topic/parkinsons-disease/page/2,/explore-by-condition/parkinsons-disease,301,/explore-by-condition/parkinsons-disease,200,301,/explore-by-condition/parkinsons-disease,200,yes
/secondary-topic/diabetes-type-ii/page/2,/explore-by-condition/type-2-diabetes,301,/explore-by-condition/type-2-diabetes,200,301,/explore-by-condition/type-2-diabetes,200,yes
/tertiary-topic/cognitive-impairment/page/2,/explore-by-condition/cognitive-function,301,/explore-by-condition/cognitive-function,200,301,/explore-by-condition/cognitive-function,200,yes
/secondary-topic/hypertension/page/2,/explore-by-condition/blood-pressure,301,/explore-by-condition/blood-pressure,200,301,/explore-by-condition/blood-pressure,200,yes
/tools/hydrogen-research/condition/inflammation,/explore-by-condition/inflammation,301,/explore-by-condition/inflammation,200,301,/explore-by-condition/inflammation,200,yes
/secondary-topic/diabetes-type-ii/page/3,/explore-by-condition/type-2-diabetes,301,/explore-by-condition/type-2-diabetes,200,301,/explore-by-condition/type-2-diabetes,200,yes
/tertiary-topic/gut-microbiome,/explore-by-condition/gut-health,301,/explore-by-condition/gut-health,200,301,/explore-by-condition/gut-health,200,yes
/tertiary-topic/chronic-fatigue-syndrome,/explore-by-condition/chronic-fatigue,301,/explore-by-condition/chronic-fatigue,200,301,/explore-by-condition/chronic-fatigue,200,yes
/study/molecular-hydrogen-mediates-neurorestorative-effects-after-stroke-in-diabetic-rats-the-tlr4-nf-kb-inflammatory-pathway,/study/molecular-hydrogen-mediates-neurorestorative-effects-after-stroke-in-diabetic-rats-the-tlr4nf-kb-inflammatory-pathway-1775650467167,301,/study/molecular-hydrogen-mediates-neurorestorative-effects-after-stroke-in-diabetic-rats-the-tlr4nf-kb-inflammatory-pathway-1775650467167,200,301,/study/molecular-hydrogen-mediates-neurorestorative-effects-after-stroke-in-diabetic-rats-the-tlr4nf-kb-inflammatory-pathway-1775650467167,200,yes
/study/the-effect-of-hydrogen-rich-water-interventions-in-lipid-profiles-in-adults-with-overweight-or-obesity-and-associated-metabolic-disorders-a-systematic-review-and-meta-analysis-of-randomized-controlled-trials-1775826876384,/study/the-effect-of-hydrogen-rich-water-interventions-on-lipid-profiles-in-adults-with-overweight-or-obesity-and-associated-metabolic-disorders-a-systematic-review-and-meta-analysis-of-randomized-controlled-trials-1775826876384,301,/study/the-effect-of-hydrogen-rich-water-interventions-on-lipid-profiles-in-adults-with-overweight-or-obesity-and-associated-metabolic-disorders-a-systematic-review-and-meta-analysis-of-randomized-controlled-trials-1775826876384,200,301,/study/the-effect-of-hydrogen-rich-water-interventions-on-lipid-profiles-in-adults-with-overweight-or-obesity-and-associated-metabolic-disorders-a-systematic-review-and-meta-analysis-of-randomized-controlled-trials-1775826876384,200,yes
/body-system/cognitive-function,/explore-by-condition/cognitive-function,302,/explore-by-condition/cognitive-function,200,302,/explore-by-condition/cognitive-function,200,yes
/category/inflammation,/explore-by-condition/inflammation,302,/explore-by-condition/inflammation,200,302,/explore-by-condition/inflammation,200,yes
/condition/cognitive-function,/explore-by-condition/cognitive-function,302,/explore-by-condition/cognitive-function,200,302,/explore-by-condition/cognitive-function,200,yes
/condition/inflammation,/explore-by-condition/inflammation,302,/explore-by-condition/inflammation,200,302,/explore-by-condition/inflammation,200,yes
/condition/oxidative-stress,/explore-by-condition/oxidative-stress,302,/explore-by-condition/oxidative-stress,200,302,/explore-by-condition/oxidative-stress,200,yes
/condition/parkinsons-disease,/explore-by-condition/parkinsons-disease,302,/explore-by-condition/parkinsons-disease,200,302,/explore-by-condition/parkinsons-disease,200,yes
/function/function.php,/explore-by-condition/cognitive-function,301,/explore-by-condition/cognitive-function,200,301,/explore-by-condition/cognitive-function,200,yes
/hydrogenstudies.com/explore-by-condition/oxidative-stress,/explore-by-condition/oxidative-stress,302,/explore-by-condition/oxidative-stress,200,302,/explore-by-condition/oxidative-stress,200,yes
/index/function.php,/explore-by-condition/cognitive-function,301,/explore-by-condition/cognitive-function,200,301,/explore-by-condition/cognitive-function,200,yes
/oxidative-stress,/explore-by-condition/oxidative-stress,302,/explore-by-condition/oxidative-stress,200,302,/explore-by-condition/oxidative-stress,200,yes
/secondary-topic/parkinsons-disease,/explore-by-condition/parkinsons-disease,301,/explore-by-condition/parkinsons-disease,200,301,/explore-by-condition/parkinsons-disease,200,yes
# second pass 2026-09-24 00:05 UTC: 42 rows repointed/upgraded 302->301 at 23:58 UTC
/body-system/cognitive-function,/explore-by-condition/cognitive-function,301,/explore-by-condition/cognitive-function,200,301,/explore-by-condition/cognitive-function,200,yes
/category/inflammation,/explore-by-condition/inflammation,301,/explore-by-condition/inflammation,200,301,/explore-by-condition/inflammation,200,yes
/condition/cognitive-function,/explore-by-condition/cognitive-function,301,/explore-by-condition/cognitive-function,200,301,/explore-by-condition/cognitive-function,200,yes
/condition/inflammation,/explore-by-condition/inflammation,301,/explore-by-condition/inflammation,200,301,/explore-by-condition/inflammation,200,yes
/condition/oxidative-stress,/explore-by-condition/oxidative-stress,301,/explore-by-condition/oxidative-stress,200,301,/explore-by-condition/oxidative-stress,200,yes
/condition/parkinsons-disease,/explore-by-condition/parkinsons-disease,301,/explore-by-condition/parkinsons-disease,200,301,/explore-by-condition/parkinsons-disease,200,yes
/hydrogenstudies.com/explore-by-condition/oxidative-stress,/explore-by-condition/oxidative-stress,301,/explore-by-condition/oxidative-stress,200,301,/explore-by-condition/oxidative-stress,200,yes
/oxidative-stress,/explore-by-condition/oxidative-stress,301,/explore-by-condition/oxidative-stress,200,301,/explore-by-condition/oxidative-stress,200,yes
/condition/gut-health,/explore-by-condition/gut-health,301,/explore-by-condition/gut-health,200,301,/explore-by-condition/gut-health,200,yes
/condition/athletic-performance,/explore-by-condition/athletic-performance,301,/explore-by-condition/athletic-performance,200,301,/explore-by-condition/athletic-performance,200,yes
/condition/weight-loss-metabolism,/explore-by-condition/weight-loss-metabolism,301,/explore-by-condition/weight-loss-metabolism,200,301,/explore-by-condition/weight-loss-metabolism,200,yes
/condition/cholesterol,/explore-by-condition/cholesterol,301,/explore-by-condition/cholesterol,200,301,/explore-by-condition/cholesterol,200,yes
/condition/blood-pressure,/explore-by-condition/blood-pressure,301,/explore-by-condition/blood-pressure,200,301,/explore-by-condition/blood-pressure,200,yes
/condition/anxiety-stress,/explore-by-condition/anxiety-stress,301,/explore-by-condition/anxiety-stress,200,301,/explore-by-condition/anxiety-stress,200,yes
/%28select%280%29from%28select%28sleep%2815%29%29%29v%29/%2a%27+%28select%280%29from%28select%28sleep%2815%29%29%29v%29+%27%22+%28select%280%29from%28select%28sleep%2815%29%29%29v%29+%22%2a//blood-pressure,/explore-by-condition/blood-pressure,301,/explore-by-condition/blood-pressure,200,301,/explore-by-condition/blood-pressure,200,yes
